"filename", "language", "JavaScript", "HTML", "JSON", "Markdown", "CSS", "PHP", "SCSS", "XML", "comment", "blank", "total"
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\brand.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\cart.js", "JavaScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\checkout.js", "JavaScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\coupons.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 7, 48
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\products.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\models\users.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 9, 104
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\package-lock.json", "JSON", 0, 0, 5666, 0, 0, 0, 0, 0, 0, 1, 5667
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\package.json", "JSON", 0, 0, 32, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\cropper\cropper.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 9
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\cropper\cropper.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 10
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 1, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\css\style.css", "CSS", 0, 0, 0, 0, 221, 0, 0, 0, 8, 48, 277
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\js\main.js", "JavaScript", 26, 0, 0, 0, 0, 0, 0, 0, 146, 41, 213
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\chart\chart.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 11, 1, 14
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\easing\easing.js", "JavaScript", 153, 0, 0, 0, 0, 0, 0, 0, 9, 7, 169
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\easing\easing.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.carousel.css", "CSS", 0, 0, 0, 0, 132, 0, 0, 0, 23, 16, 171
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.carousel.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.theme.default.css", "CSS", 0, 0, 0, 0, 40, 0, 0, 0, 8, 3, 51
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.theme.default.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.theme.green.css", "CSS", 0, 0, 0, 0, 40, 0, 0, 0, 8, 3, 51
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\assets\owl.theme.green.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\owl.carousel.js", "JavaScript", 1901, 0, 0, 0, 0, 0, 0, 0, 908, 467, 3276
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\owlcarousel\owl.carousel.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\css\tempusdominus-bootstrap-4.css", "CSS", 0, 0, 0, 0, 198, 0, 0, 0, 5, 4, 207
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\css\tempusdominus-bootstrap-4.min.css", "CSS", 0, 0, 0, 0, 198, 0, 0, 0, 5, 4, 207
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\js\moment-timezone.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\js\moment.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\js\tempusdominus-bootstrap-4.js", "JavaScript", 2381, 0, 0, 0, 0, 0, 0, 0, 60, 339, 2780
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\tempusdominus\js\tempusdominus-bootstrap-4.min.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\waypoints\links.php", "PHP", 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\lib\waypoints\waypoints.min.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap.css", "CSS", 0, 0, 0, 0, 9739, 0, 0, 0, 27, 730, 10496
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap.scss", "SCSS", 0, 0, 0, 0, 0, 0, 13, 0, 1, 11, 25
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_accordion.scss", "SCSS", 0, 0, 0, 0, 0, 0, 89, 0, 8, 22, 119
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 34, 0, 13, 11, 58
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 20, 0, 6, 4, 30
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_breadcrumb.scss", "SCSS", 0, 0, 0, 0, 0, 0, 24, 0, 1, 4, 29
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_button-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 90, 0, 23, 27, 140
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 74, 0, 16, 22, 112
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_card.scss", "SCSS", 0, 0, 0, 0, 0, 0, 153, 0, 27, 36, 216
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_carousel.scss", "SCSS", 0, 0, 0, 0, 0, 0, 158, 0, 41, 31, 230
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_close.scss", "SCSS", 0, 0, 0, 0, 0, 0, 30, 0, 5, 6, 41
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_containers.scss", "SCSS", 0, 0, 0, 0, 0, 0, 27, 0, 8, 7, 42
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_dropdown.scss", "SCSS", 0, 0, 0, 0, 0, 0, 186, 0, 19, 36, 241
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 1, 10
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_functions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 133, 0, 38, 35, 206
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 11, 0, 6, 6, 23
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_helpers.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 1, 8
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_images.scss", "SCSS", 0, 0, 0, 0, 0, 0, 22, 0, 13, 8, 43
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_list-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 111, 0, 27, 37, 175
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_mixins.scss", "SCSS", 0, 0, 0, 0, 0, 0, 25, 0, 10, 8, 43
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_modal.scss", "SCSS", 0, 0, 0, 0, 0, 0, 160, 0, 35, 34, 229
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_nav.scss", "SCSS", 0, 0, 0, 0, 0, 0, 96, 0, 20, 24, 140
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_navbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 204, 0, 47, 56, 307
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_offcanvas.scss", "SCSS", 0, 0, 0, 0, 0, 0, 68, 0, 0, 10, 78
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_pagination.scss", "SCSS", 0, 0, 0, 0, 0, 0, 51, 0, 3, 11, 65
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_popover.scss", "SCSS", 0, 0, 0, 0, 0, 0, 134, 0, 5, 20, 159
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_progress.scss", "SCSS", 0, 0, 0, 0, 0, 0, 39, 0, 3, 7, 49
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 334, 0, 146, 142, 622
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_root.scss", "SCSS", 0, 0, 0, 0, 0, 0, 11, 0, 3, 3, 17
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_spinners.scss", "SCSS", 0, 0, 0, 0, 0, 0, 49, 0, 12, 9, 70
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_tables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 78, 0, 43, 30, 151
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_toasts.scss", "SCSS", 0, 0, 0, 0, 0, 0, 44, 0, 0, 8, 52
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_tooltip.scss", "SCSS", 0, 0, 0, 0, 0, 0, 93, 0, 5, 18, 116
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_transitions.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 2, 4, 22
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_type.scss", "SCSS", 0, 0, 0, 0, 0, 0, 67, 0, 16, 22, 105
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 551, 0, 41, 3, 595
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\_variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 955, 0, 231, 279, 1465
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-grid.css", "CSS", 0, 0, 0, 0, 3855, 0, 0, 0, 6, 190, 4051
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 50, 0, 8, 8, 66
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-reboot.css", "CSS", 0, 0, 0, 0, 346, 0, 0, 0, 15, 63, 424
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-reboot.scss", "SCSS", 0, 0, 0, 0, 0, 0, 6, 0, 8, 2, 16
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-utilities.css", "CSS", 0, 0, 0, 0, 3627, 0, 0, 0, 8, 321, 3956
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap-utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 6, 0, 9, 4, 19
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap.css", "CSS", 0, 0, 0, 0, 9049, 0, 0, 0, 26, 695, 9770
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\bootstrap.scss", "SCSS", 0, 0, 0, 0, 0, 0, 36, 0, 12, 5, 53
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_floating-labels.scss", "SCSS", 0, 0, 0, 0, 0, 0, 51, 0, 4, 7, 62
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_form-check.scss", "SCSS", 0, 0, 0, 0, 0, 0, 119, 0, 9, 25, 153
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_form-control.scss", "SCSS", 0, 0, 0, 0, 0, 0, 156, 0, 33, 31, 220
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_form-range.scss", "SCSS", 0, 0, 0, 0, 0, 0, 71, 0, 7, 14, 92
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_form-select.scss", "SCSS", 0, 0, 0, 0, 0, 0, 54, 0, 6, 8, 68
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_form-text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 3, 2, 12
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_input-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 81, 0, 21, 20, 122
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_labels.scss", "SCSS", 0, 0, 0, 0, 0, 0, 27, 0, 5, 5, 37
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\forms\_validation.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 8, 2, 13
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_clearfix.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_colored-links.scss", "SCSS", 0, 0, 0, 0, 0, 0, 11, 0, 0, 2, 13
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_position.scss", "SCSS", 0, 0, 0, 0, 0, 0, 24, 0, 2, 5, 31
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_ratio.scss", "SCSS", 0, 0, 0, 0, 0, 0, 21, 0, 1, 5, 27
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_stretched-link.scss", "SCSS", 0, 0, 0, 0, 0, 0, 11, 0, 3, 2, 16
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_text-truncation.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 3, 2, 8
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\helpers\_visually-hidden.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 3, 2, 9
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_alert.scss", "SCSS", 0, 0, 0, 0, 0, 0, 8, 0, 2, 2, 12
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_border-radius.scss", "SCSS", 0, 0, 0, 0, 0, 0, 63, 0, 5, 11, 79
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_box-shadow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_breakpoints.scss", "SCSS", 0, 0, 0, 0, 0, 0, 73, 0, 44, 11, 128
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_buttons.scss", "SCSS", 0, 0, 0, 0, 0, 0, 104, 0, 16, 14, 134
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_caret.scss", "SCSS", 0, 0, 0, 0, 0, 0, 55, 0, 2, 8, 65
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_clearfix.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 2, 1, 10
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_color-scheme.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 2, 1, 8
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_container.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 1, 2, 10
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_deprecate.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 5, 1, 11
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 116, 0, 5, 17, 138
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_gradients.scss", "SCSS", 0, 0, 0, 0, 0, 0, 27, 0, 11, 10, 48
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_grid.scss", "SCSS", 0, 0, 0, 0, 0, 0, 88, 0, 21, 17, 126
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_image.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 9, 4, 17
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_list-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 18, 0, 3, 4, 25
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_lists.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 2, 2, 8
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_pagination.scss", "SCSS", 0, 0, 0, 0, 0, 0, 24, 0, 4, 4, 32
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_reset-text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 1, 1, 18
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_resize.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 1, 2, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_table-variants.scss", "SCSS", 0, 0, 0, 0, 0, 0, 17, 0, 2, 3, 22
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_text-truncate.scss", "SCSS", 0, 0, 0, 0, 0, 0, 5, 0, 2, 2, 9
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_transition.scss", "SCSS", 0, 0, 0, 0, 0, 0, 22, 0, 1, 4, 27
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_utilities.scss", "SCSS", 0, 0, 0, 0, 0, 0, 45, 0, 11, 13, 69
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\mixins\_visually-hidden.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 9, 5, 30
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\utilities\_api.scss", "SCSS", 0, 0, 0, 0, 0, 0, 29, 0, 12, 7, 48
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\Admin\scss\bootstrap\scss\vendor\_rfs.scss", "SCSS", 0, 0, 0, 0, 0, 0, 202, 0, 52, 59, 313
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\all.css", "CSS", 0, 0, 0, 0, 2918, 0, 0, 0, 6, 1406, 4330
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\animate.css", "CSS", 0, 0, 0, 0, 3055, 0, 0, 0, 11, 558, 3624
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\aos.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\bootstrap.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 7
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\flaticon.css", "CSS", 0, 0, 0, 0, 24, 0, 0, 0, 4, 4, 32
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\font-awesome.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 5
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\lightslider.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\magnific-popup.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\nice-select.css", "CSS", 0, 0, 0, 0, 136, 0, 0, 0, 0, 3, 139
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\owl.carousel.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 6
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\price_rangs.css", "CSS", 0, 0, 0, 0, 224, 0, 0, 0, 13, 30, 267
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\slick-theme.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\slick.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 1, 15, 116
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\slick.min.css", "CSS", 0, 0, 0, 0, 100, 0, 0, 0, 1, 15, 116
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\style.css", "CSS", 0, 0, 0, 0, 5601, 0, 0, 0, 1138, 1041, 7780
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\swiper.min.css", "CSS", 0, 0, 0, 0, 1, 0, 0, 0, 14, 0, 15
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\css\themify-icons.css", "CSS", 0, 0, 0, 0, 1077, 0, 0, 0, 1, 4, 1082
"c:\Users\mamme\OneDrive\Desktop\ECOMMERCE_ PROJECT\public\user\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 685, 0, 0, 685
